code,name,title,filename,fy,q,custom_id,position,link
ABB.NS,ABB India Ltd,ABB INDIA LIMITED ANNUAL REPORT 2022 ,ABB.NS_FY2022_2022 Business Responsibilityand Sustainability Report.pdf,2022,ABB India Ltd ABB INDIA LIMITED ANNUAL REPORT 2023  filetype:pdf,1045,1.0,https://new.abb.com/docs/librariesprovider19/default-document-library/annual-report-20239dbb11f4c1f463c09537ff0000433538.pdf
TENA.KL,Tenaga Nasional Bhd,SuSTAINAbIlITY REpORT 2022 ,TENA.KL_FY2022_Sustainability Report 2022.pdf,2022,Tenaga Nasional Bhd SuSTAINAbIlITY REpORT 2023  filetype:pdf,1046,1.0,https://www.tnb.com.my/assets/files/TNB_Sustainability_Statement_2023.pdf
AZPN.OQ,Aspen Technology Inc,ESG Report ,AZPN.OQ_FY2022_ESG Report 2022-2023.pdf,2022,Aspen Technology Inc ESG Report 2023  filetype:pdf,1047,1.0,https://www.aspen.co/wp-content/uploads/2024/06/Aspen-Sustainability-report-2023.pdf
CCH.L,Coca Cola HBC AG,SUSTAINABILITY REPORT 2022 ,CCH.L_FY2022_SUSTAINABILITY REPORT 2022.pdf,2022,Coca Cola HBC AG SUSTAINABILITY REPORT 2023  filetype:pdf,1048,1.0,https://ch.coca-colahellenic.com/content/dam/cch/ch/documents/a-more-sustainable-future/CSR_Report_2023.pdf
ZG.OQ,Zillow Group Inc,Zillow Group Sustainability Report 2022 ,ZG.OQ_FY2022_SustainabilityReport2022.pdf,2022,Zillow Group Inc Zillow Group Sustainability Report 2023  filetype:pdf,1049,1.0,https://s24.q4cdn.com/723050407/files/doc_downloads/2024/zillow_sustainability-report-2023-final.pdf
REXR.N,Rexford Industrial Realty Inc,2022 ESG Report ,REXR.N_FY2022_2022 ESG Report.pdf,2022,Rexford Industrial Realty Inc ESG Report 2023  filetype:pdf,1050,1.0,https://www.ir.rexfordindustrial.com/node/12581/pdf
FND.N,Floor & Decor Holdings Inc,Sustainability & Responsible Business Update ,FND.N_FY2022_Sustainability & Responsible Business Update 2023.pdf,2022,Floor & Decor Holdings Inc Sustainability & Responsible Business Update 2023  filetype:pdf,1051,1.0,https://d1io3yog0oux5.cloudfront.net/_2153168962fd219394f486a6aa3a7987/flooranddecor/files/docs/20231102_FND_Sustainability_Disclosure_Update.pdf
FROTO.IS,Ford Otomotiv Sanayi AS,Ford Otosan 2022 Sustainability Report ,FROTO.IS_FY2022_2022SustainabilityReport.pdf,2022,Ford Otomotiv Sanayi AS Ford Otosan  Sustainability Report 2023  filetype:pdf,1052,1.0,https://fordotosan.com.tr/documents/ford-otosan-annual-integrated-report-2023.pdf
CHK.OQ,Chesapeake Energy Corp,Chesapeake Energy Sustainability Report ,CHK.OQ_FY2022_2022Sustainability Report.pdf,2022,Chesapeake Energy Corp Chesapeake Energy Sustainability Report 2023  filetype:pdf,1053,1.0,https://www.chpk.com/wp-content/uploads/2023/05/CUC22-124_SustainabilityReport_R38b_ADA.pdf
POLI.TA,Bank Hapoalim BM,"Environmental, Social, Governance 2022 REPORT ","POLI.TA_FY2022_Environmental, Social, Governance 2022 Report.pdf",2022,"Bank Hapoalim BM Environmental, Social, Governance  REPORT 2023  filetype:pdf",1054,1.0,https://www.bankhapoalim.com/sites/bnhpcom/files/media/com/FinancialInformation/ESG_report_2023_En.pdf
002049.SZ,Unigroup Guoxin Microelectronics Co Ltd,紫光国芯微电子股份有限公司 社会责任报告 ,002049.SZ_FY2022_2022年社会责任报告.pdf,2022,Unigroup Guoxin Microelectronics Co Ltd 紫光国芯微电子股份有限公司 社会责任报告 2023  filetype:pdf,1055,1.0,http://notice.10jqka.com.cn/api/pdf/ff2e8333a9076329.pdf
LATOb.ST,Investment AB Latour,Latour Annual Report 2022 ,LATOb.ST_FY2022_ANNUAL AND SUSTAINABILITY REPORT 2022.pdf,2022,Investment AB Latour Latour Annual Report 2023  filetype:pdf,1056,1.0,https://www.latour.se/sites/latour-corp/files/%C3%85rsredovisningar/LATOUR_Annual_and_Sustainability_Report-2023_web.pdf
ODET.PA,Compagnie De l'odet SE,COMPAGNIE DE L'ODET : 2022 RESULTS ,ODET.PA_FY2022_2022 Annual report.pdf,2022,Compagnie De l'odet SE COMPAGNIE DE L'ODET :  RESULTS 2023  filetype:pdf,1057,1.0,https://www.compagniedelodet.net/DownloadHandler.ashx?url=/media/93819/2024_03_14_odet_cp_r_sultats_2023_uk.pdf
IHHH.KL,IHH Healthcare Bhd,IHH Healthcare Berhad Sustainability Report 2022 ,IHHH.KL_FY2022_Sustainability Report 2022.pdf,2022,IHH Healthcare Bhd IHH Healthcare Berhad Sustainability Report 2023  filetype:pdf,1058,1.0,https://www.ihhhealthcare.com/docs/default-source/sustainability/sustainability-report.pdf
AEGN.AS,Aegon NV,Aegon Integrated Annual Report 2022 ,AEGN.AS_FY2022_Integrated Annual Report 2022.pdf,2022,Aegon NV Aegon Integrated Annual Report 2023  filetype:pdf,1059,1.0,https://wwwedit-aegon-com.aegon.com/system/files/file/2024-04/aegon-integrated-annual-report-2023.pdf
CZR.OQ,Caesars Entertainment Inc,CAESARS ENTERTAINMENT ESG UPDATE 2022 ,CZR.OQ_FY2022_ESG UPDATE 2022.pdf,2022,Caesars Entertainment Inc CAESARS ENTERTAINMENT ESG UPDATE 2023  filetype:pdf,1060,1.0,https://investor.caesars.com/static-files/c28fe8ed-8a7a-4b0d-ad3c-962c7ddd8b17
EMA.TO,Emera Inc,EMERA INC. 2022 SUSTAINABILITY REPORT ,EMA.TO_FY2022_ESG REPORT 2022.pdf,2022,Emera Inc EMERA INC.  SUSTAINABILITY REPORT 2023  filetype:pdf,1061,1.0,https://emerasustainability.com/downloads/2023/2023_Emera_Sustainability_Report.pdf
BRKR.OQ,Bruker Corp,Bruker Sustainability Report 2023 ,BRKR.OQ_FY2022_2023 Sustainability Report.pdf,2022,Bruker Corp Bruker Sustainability Report 2024  filetype:pdf,1062,1.0,https://s22.q4cdn.com/617463959/files/doc_earnings/2024/q1/earnings-result/BRKR-1Q24-Earnings-Press-Release.pdf
000100.SZ,TCL Technology Group Corp,2022 SUSTAINABILITY REPORT ,000100.SZ_FY2022_2022SUSTAINABILITYREPORT.pdf,2022,TCL Technology Group Corp SUSTAINABILITY REPORT 2023  filetype:pdf,1063,1.0,https://www.tcl.com/content/dam/brandsite/region/global/legal/2022-TCT-sustainability-report-20231030.pdf
NEXII.MI,Nexi SpA,2022 Consolidated Non-Financial Statement ,NEXII.MI_FY2022_2022CONSOLIDATEDNON-FINANCIALSTATEMENT.pdf,2022,Nexi SpA Consolidated Non-Financial Statement 2023  filetype:pdf,1064,1.0,https://www.nexigroup.com/content/dam/corp/downloads/investors/financial-statements/2023/2023-EN-nexi-nfd.pdf
IP.N,International Paper Co,International Paper Sustainability Report 2022 ,IP.N_FY2022_2022 Sustainability Report.pdf,2022,International Paper Co International Paper Sustainability Report 2023  filetype:pdf,1065,1.0,https://www.internationalpaper.com/apps/IP_ESG22.pdf
APA.OQ,APA Corp (US),APA Corporation 2023 Sustainability Report ,APA.OQ_FY2022_2023 Sustainability Report.pdf,2022,APA Corp (US) APA Corporation  Sustainability Report 2024  filetype:pdf,1066,1.0,https://apacorp.com/wp-content/uploads/2022/09/APA-SustainabilityReport-2022.pdf
UHS.N,Universal Health Services Inc,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE ","UHS.N_FY2022_2022 ENVIRONMENTAL,SOCIAL ANDGOVERNANCE.pdf",2022,"Universal Health Services Inc ENVIRONMENTAL, SOCIAL AND GOVERNANCE 2023  filetype:pdf",1067,1.0,https://uhs.com/wp-content/uploads/2023/04/231562953-CORP-PR-1613827-2022-ESG-Profile-BKLT_single-pages.pdf
1618.HK,Metallurgical Corporation of China Ltd,社会责任报告 ,1618.HK_FY2022_2022年社会责任报告暨ESG（环境、社会与管治）报告.pdf,2022,Metallurgical Corporation of China Ltd 社会责任报告 2023  filetype:pdf,1068,1.0,http://www.mcc.com.cn/mcc_en/investorrelations/AshareAnnouncement/202303/W020231213574824144043.pdf
000425.SZ,XCMG Construction Machinery Co Ltd,徐工集团工程机械股份有限公司 2022 年度社会责任报告 ,000425.SZ_FY2022_2022年社会责任报告.pdf,2022,XCMG Construction Machinery Co Ltd 徐工集团工程机械股份有限公司  年度社会责任报告 2023  filetype:pdf,1069,1.0,https://q.stock.sohu.com/newpdf/202458208810.pdf
000963.SZ,Huadong Medicine Co Ltd,华东医药股份有限公司 企业社会责任报告 2022 ,000963.SZ_FY2022_2022企业社会责任报告.pdf,2022,Huadong Medicine Co Ltd 华东医药股份有限公司 企业社会责任报告 2023  filetype:pdf,1070,1.0,http://static.cninfo.com.cn/finalpage/2024-04-18/1219652512.PDF
GL.N,Globe Life Inc,Task Force on Climate-related Financial Disclosures Report 2022 ,GL.N_FY2022_Task Force on Climate-relatedFinancial Disclosures Report2022.pdf,2022,Globe Life Inc Task Force on Climate-related Financial Disclosures Report 2023  filetype:pdf,1071,1.0,https://investors.globelifeinsurance.com/environmental-social-and-governance/2022/globe-life-tcfd-2022_final
VIAC.OQ,Paramount Global,2022-2023 ESG REPORT ,VIAC.OQ_FY2022_2022-2023 ESG REPORT.pdf,2022,Paramount Global - ESG REPORT 2023  filetype:pdf,1072,1.0,https://ir.paramount.com/node/69196/pdf
600570.SS,Hundsun Technologies Inc,恒生 ESG & CSR 报告 ,600570.SS_FY2022_2022环境、社会及治理（ESG）报告暨企业社会责任报告.pdf,2022,Hundsun Technologies Inc 恒生 ESG & CSR 报告 2023  filetype:pdf,1073,1.0,https://q.stock.sohu.com/newpdf/202457140411.pdf
PHOR.MM,PhosAgro PAO,DRIVING SUSTAINABLE soil fertility ,PHOR.MM_FY2022_Integrated Report 2022.pdf,2022,PhosAgro PAO DRIVING SUSTAINABLE soil fertility 2023  filetype:pdf,1074,1.0,https://mbeki.org/wp-content/uploads/2023/11/Report-food-security-vF.pdf
ADIB.AD,Abu Dhabi Islamic Bank PJSC,MAXIMIZING OUR POSITIVE IMPACT 2022 ESG REPORT ,ADIB.AD_FY2022_2022 ESG REPORT.pdf,2022,Abu Dhabi Islamic Bank PJSC MAXIMIZING OUR POSITIVE IMPACT  ESG REPORT 2023  filetype:pdf,1075,1.0,https://www.adib.ae/en/siteassets/investor-relations/esg-reports/adib-esg-report-2022_en.pdf
WLN.PA,Worldline SA,Worldline 2022 Integrated Report ,WLN.PA_FY2022_2022 Integrated Report.pdf,2022,Worldline SA Worldline  Integrated Report 2023  filetype:pdf,1076,1.0,https://investors.worldline.com/content/dam/investors-worldline-com/assets/documents/universal-registration-document/worldline-2023-financials.pdf
UTHR.OQ,United Therapeutics Corp,United Therapeutics Corporate Responsibility and Public Benefit Report ,UTHR.OQ_FY2022_2023 Corporate Responsibility and Public Benefit Report.pdf,2022,United Therapeutics Corp United Therapeutics Corporate Responsibility and Public Benefit Report 2023  filetype:pdf,1077,1.0,https://corporateresponsibility.unither.com/~/media/Files/U/Unither-Corp/corporate-responsibility/unitedtherapeutics-corporateresponsibility-2023-lr.pdf
BIRG.I,Bank of Ireland Group PLC,Sustainability Report 2022 ,BIRG.I_FY2022_Sustainability Report 2022.pdf,2022,Bank of Ireland Group PLC Sustainability Report 2023  filetype:pdf,1078,1.0,https://investorrelations.bankofireland.com/app/uploads/Publication-of-2022-Sustainability-Report-RNS.pdf
2382.HK,Sunny Optical Technology Group Co Ltd,Sunny Optical Technology (Group) Co. Ltd.'s Sustainability-Linked Financing Framework ,2382.HK_FY2022_Sustainability-Linked Financing Framework 2023.pdf,2022,Sunny Optical Technology Group Co Ltd Sunny Optical Technology (Group) Co. Ltd.'s Sustainability-Linked Financing Framework 2023  filetype:pdf,1079,1.0,http://www.sunnyoptical.com/webfile/temps/2023010412325955242.pdf
003550.KS,LG Corp,LG ESG Reporting 2022-2023 ,003550.KS_FY2022_ESG Reporting 2022-2023.pdf,2022,LG Corp LG ESG Reporting - 2023  filetype:pdf,1080,1.0,https://www.lgcorp.com/images/esg_en/download/LG%20ESG%20Reporting%202022-2023_ENG.pdf
ALLE.N,Allegion PLC,ESG Summary Report ,ALLE.N_FY2022_ESG Summary Report.pdf,2022,Allegion PLC ESG Summary Report 2023  filetype:pdf,1081,1.0,https://www.allegion.com/content/dam/allegion-corp/migration/annual_report/2022/docs/2022%20Allegion%20Annual%20Report%20and%20More_ESG%20Summary%20Report%20Download.pdf
CEMEXCPO.MX,Cemex SAB de CV,2022 INTEGRATED REPORT ,CEMEXCPO.MX_FY2022_2022 Integrated Report.pdf,2022,Cemex SAB de CV INTEGRATED REPORT 2023  filetype:pdf,1082,1.0,https://www.cemex.com/documents/d/cemex/4q23report_english
SCB.BK,SCB X PCL,SCBX Sustainability Report 2022 ,SCB.BK_FY2022_Sustainability Report2022.pdf,2022,SCB X PCL SCBX Sustainability Report 2023  filetype:pdf,1083,1.0,https://www.scbx.com/wp-content/uploads/2023/08/scbx-sustainability-report-2022-en.pdf
PCGB.KL,Petronas Chemicals Group Bhd,Sustainability Report 2022 ,PCGB.KL_FY2022_Sustainability Report 2022.pdf,2022,Petronas Chemicals Group Bhd Sustainability Report 2023  filetype:pdf,1084,1.0,https://www.petronas.com/pcg/integrated-report-2023/assets/pdf/PCG-sustainability-report-2023.pdf
CNA.N,CNA Financial Corp,"2022 Environmental, Social and Governance Report ","CNA.N_FY2022_Environmental, Social and Governance Report 2022.pdf",2022,"CNA Financial Corp Environmental, Social and Governance Report 2023  filetype:pdf",1085,1.0,https://www.cna.com/web/wcm/connect/61c01195-e6da-42e1-bc92-d6f69bd078a8/rc-cna-strategic-business-resilience-report-2023.pdf?MOD=AJPERES
WTRG.N,Essential Utilities Inc,"2022 Environmental, Social and Governance Report ","WTRG.N_FY2022_2022 Environmental, Socialand Governance Report.pdf",2022,"Essential Utilities Inc Environmental, Social and Governance Report 2023  filetype:pdf",1086,1.0,https://esg.essential.co/pdfs/2023-essential-esg.pdf
CHILE.SN,Banco de Chile,Banco de Chile: ESG Supporting Document DJSI 2023 ,CHILE.SN_FY2022_ESG Supporting Document DJSI 2023(FY 2022).pdf,2022,Banco de Chile Banco de Chile: ESG Supporting Document DJSI 2024  filetype:pdf,1087,1.0,https://portales.bancochile.cl/uploads/000/052/223/5fbcb232-d922-4133-8f20-042e128cc5a2/original/BCh-ESG-Supporting-Document-2022.pdf
CDAY.N,Ceridian HCM Holding Inc,2023 Ceridian ESG Report ,CDAY.N_FY2022_2023 ESG REPORT.pdf,2022,Ceridian HCM Holding Inc Ceridian ESG Report 2024  filetype:pdf,1088,1.0,https://www.dayforce.com/_api/client/download?url=https://www.dayforce.com/Ceridian/media/documents/esg%20reporting%20hub/Dayforce-2024-ESG-Report.pdf
CCK.N,Crown Holdings Inc,2022 Sustainability Report ,CCK.N_FY2022_2022 Sustainability Report.pdf,2022,Crown Holdings Inc Sustainability Report 2023  filetype:pdf,1089,1.0,https://www.crowncork.com/sites/files/2023-06/2022-Crown-Holdings-Sustainability-Report.pdf
LOGN.S,Logitech International SA,DESIGNING A POSITIVE FUTURE ,LOGN.S_FY2022_FY22 IMPACT REPORT.pdf,2022,Logitech International SA DESIGNING A POSITIVE FUTURE 2023  filetype:pdf,1090,1.0,https://www.logitech.com/content/dam/logitech/en/business/pdf/sustainability-ebook.pdf
USFD.N,US Foods Holding Corp,2022 CORPORATE SOCIAL RESPONSIBILITY REPORT ,USFD.N_FY2022_Corporate Social Responsibility Report 2022.pdf,2022,US Foods Holding Corp CORPORATE SOCIAL RESPONSIBILITY REPORT 2023  filetype:pdf,1091,1.0,https://www.usfoods.com/content/dam/usf/pdf/dce/supporting_materials/US-Foods-2023-Sustainability-Report.pdf
DSOM.KL,CelcomDigi Bhd,Integrated Annual Report 2022 ,DSOM.KL_FY2022_Integrated Annual Report 2022.pdf,2022,CelcomDigi Bhd Integrated Annual Report 2023  filetype:pdf,1092,1.0,https://celcomdigi.listedcompany.com/misc/InvestorPresentation/4Q2023_Investor_Pres.pdf
DSOM.KL,CelcomDigi Bhd,CORPORATE GOVERNANCE REPORT ,DSOM.KL_FY2022_Corporate Governance Report 2022.pdf,2022,CelcomDigi Bhd CORPORATE GOVERNANCE REPORT 2023  filetype:pdf,1093,1.0,https://celcomdigi.listedcompany.com/misc/ar/CG-Report-2022.pdf
MULTIPLY.AD,Multiply Group PJSC,ESG Report 2022 ,MULTIPLY.AD_FY2022_ESG REPORT 2022.pdf,2022,Multiply Group PJSC ESG Report 2023  filetype:pdf,1094,1.0,https://multiply.ae/application/files/6517/0729/0197/07.02.24_PRL_Multiply_Group_Financial_results_FY_2023_ENG.pdf
SWAV.OQ,Shockwave Medical Inc,2022 ESG Report ,"SWAV.OQ_FY2022_2022Environmental,Social andGovernanceReport.pdf",2022,Shockwave Medical Inc ESG Report 2023  filetype:pdf,1095,1.0,https://ir.shockwavemedical.com/static-files/0031fe5d-e5e7-45cf-a5a0-4d7f525ec183
2395.TW,Advantech Co Ltd,About Advantech Technology 2022 Sustainability Report ,2395.TW_FY2022_2022 Sustainability Report.pdf,2022,Advantech Co Ltd About Advantech Technology  Sustainability Report 2023  filetype:pdf,1096,1.0,https://advcloudfiles.advantech.com/csr/Report/2022ESG_EN.pdf
PAA.OQ,Plains All American Pipeline LP,Plains 2022 Sustainability Report ,PAA.OQ_FY2022_2022 Sustainability Report.pdf,2022,Plains All American Pipeline LP Plains  Sustainability Report 2023  filetype:pdf,1097,1.0,https://paalp.s3.amazonaws.com/plains/media/documents/sustainability/2021_plains_sustainability_report.pdf
HOOD.OQ,Robinhood Markets Inc,"Robinhood Environmental, Social and Governance Report 2022 ","HOOD.OQ_FY2022_Environmental,Social & GovernanceReport 2022.pdf",2022,"Robinhood Markets Inc Robinhood Environmental, Social and Governance Report 2023  filetype:pdf",1098,1.0,https://s202.q4cdn.com/116136317/files/doc_downloads/2023/06/2023-06-FY22-ESG-Report-Robinhood-Markets-Inc.pdf
1COV.DE,Covestro AG,Sustainability @ Covestro ,1COV.DE_FY2022_2023 ESG Investor Presentation.pdf,2022,Covestro AG Sustainability @ Covestro 2023  filetype:pdf,1099,1.0,https://www.covestro.com/en/investors/-/media/B7848B3A10594674A0E4A560979AC8F8.ashx
000768.SZ,Avic XiAn Aircraft Industry Group Co Ltd,中航西安飞机工业集团股份有限公司 2022 年度社会责任报告 ,000768.SZ_FY2022_2022 年度社会责任报告.pdf,2022,Avic XiAn Aircraft Industry Group Co Ltd 中航西安飞机工业集团股份有限公司  年度社会责任报告 2023  filetype:pdf,1100,1.0,http://static.cninfo.com.cn/finalpage/2024-04-02/1219493812.PDF
CPAXT.BK,CP Axtra PCL,TCFD Disclosures Report 2023 ,CPAXT.BK_FY2022_TCFD Disclosures Report 2023.pdf,2022,CP Axtra PCL TCFD Disclosures Report 2024  filetype:pdf,1101,1.0,https://www.cpfworldwide.com/storage/sustainability_report/CPF_SR2023_EN.pdf
2618.HK,JD Logistics Inc,"JD.com, Inc. 2022 Environmental, Social and Governance Report ","2618.HK_FY2022_2022 Environmental, Social andGovernance Report.pdf",2022,"JD Logistics Inc JD.com, Inc.  Environmental, Social and Governance Report 2023  filetype:pdf",1102,1.0,https://ir.jd.com/system/files-encrypted/nasdaq_kms/assets/2023/06/20/18-39-49/JD.com%2C%20Inc.%202022%20Environmental%2C%20Social%20and%20Governance%20Report.pdf
AFG.N,American Financial Group Inc,Securing Our Shared Future 2022 Corporate Social Responsibility Report ,AFG.N_FY2022_Corporate Social Responsibility Report 2022.pdf,2022,American Financial Group Inc Securing Our Shared Future  Corporate Social Responsibility Report 2023  filetype:pdf,1103,1.0,https://www.afginc.com/static-files/f9409806-b124-46ea-ac76-7b2f278b51ad
EMN.N,Eastman Chemical Co,Eastman 2023 Sustainability Report ,EMN.N_FY2022_Sustainability Full Report 2023.pdf,2022,Eastman Chemical Co Eastman  Sustainability Report 2024  filetype:pdf,1104,1.0,https://www.eastman.com/content/dam/eastman/corporate/en/media-center/resources/eastman-sustainability-report-2023.pdf
JNPR.N,Juniper Networks Inc,Corporate Social Responsibility Report 2023 ,JNPR.N_FY2022_Corporate Social Responsibility Report 2023.pdf,2022,Juniper Networks Inc Corporate Social Responsibility Report 2024  filetype:pdf,1105,1.0,https://www.juniper.net/content/dam/www/assets/factsheet/us/en/2023/corporate-social-responsibility-report-2023.pdf
DAR.N,Darling Ingredients Inc,ESG Report September 2022 ,DAR.N_FY2022_ESG REPORTSEPTEMBER 2022.pdf,2022,Darling Ingredients Inc ESG Report September 2023  filetype:pdf,1106,1.0,https://d1ip4j1950xau.cloudfront.net/Corporate/Darlingii.com%202020/ESG/ESG%20Report%20Darling%20Ingredients_9.25.22_FINAL.pdf
ORDS.QA,Ooredoo QPSC,Ooredoo Annual Report 2022 ,"ORDS.QA_FY2022_2022 Environmental,Social andGovernanceReport.pdf",2022,Ooredoo QPSC Ooredoo Annual Report 2023  filetype:pdf,1107,1.0,https://www.ooredoo.com/wp-content/uploads/2024/03/Ooredoo_Annual-Report_2023_English.pdf
ANE.MC,Corporacion Acciona Energias Renovables SA,ACCIONA: SUSTAINABILITY REPORT 2022 ,ANE.MC_FY2022_2022-sustainability-report.pdf,2022,Corporacion Acciona Energias Renovables SA ACCIONA: SUSTAINABILITY REPORT 2023  filetype:pdf,1108,1.0,https://mediacdn.acciona.com/media/vkbpt0hf/acciona-sustainability-report-2023.pdf
ENT.L,Entain PLC,ESG Report 2022 ,ENT.L_FY2022_ESG Report 2022-23.pdf,2022,Entain PLC ESG Report 2023  filetype:pdf,1109,1.0,https://www.entaingroup.com/media/ubglbcem/entain-esg-2022-23.pdf
7272.T,Yamaha Motor Co Ltd,Integrated Report 2023 ,7272.T_FY2022_Integrated Report 2023.pdf,2022,Yamaha Motor Co Ltd Integrated Report 2024  filetype:pdf,1110,1.0,https://global.yamaha-motor.com/ir/integrated-report/integrated2023/pdf/YMC_IR2023_Eng.pdf
1093.HK,CSPC Pharmaceutical Group Ltd,Corporate Social Responsibility Report 2022 ,1093.HK_FY2022_Corporate SocialResponsibility Report2022.pdf,2022,CSPC Pharmaceutical Group Ltd Corporate Social Responsibility Report 2023  filetype:pdf,1111,1.0,http://iis.aastocks.com/20240425/11179614-0.PDF
JCYC.SI,Jardine Cycle & Carriage Ltd,Sustainability Report 2022 ,JCYC.SI_FY2022_Sustainability Report 2022.pdf,2022,Jardine Cycle & Carriage Ltd Sustainability Report 2023  filetype:pdf,1112,1.0,https://www.jcclgroup.com/sites/jccl-group/files/jccl-group/media/news/2024/20240430_JCCSR2023.pdf
